States,Regions,Dates,Usage,,,,
Meghalaya,NEast,02-05-2020 0.00,6,,,,
Meghalaya,NEast,03-05-2020 0.00,4,,,,
Meghalaya,NEast,04-05-2020 0.00,4.3,,,,
Meghalaya,NEast,05-05-2020 0.00,4.3,,,,
Meghalaya,NEast,13-05-2020 0.00,4.4,,,,
Meghalaya,NEast,14-05-2020 0.00,4.6,,,,
Meghalaya,NEast,15-05-2020 0.00,4.8,,,,
Meghalaya,NEast,16-05-2020 0.00,4.9,,,,
Meghalaya,NEast,17-05-2020 0.00,6.7,,,,
Meghalaya,NEast,18-05-2020 0.00,6.5,,,,
Meghalaya,NEast,19-05-2020 0.00,6.6,,,,
Meghalaya,NEast,20-05-2020 0.00,6.9,,,,
Meghalaya,NEast,21-05-2020 0.00,6.7,,,,
Meghalaya,NEast,22-05-2020 0.00,6.7,,,,
Meghalaya,NEast,23-05-2020 0.00,6.4,,,,
Meghalaya,NEast,01-06-2020 0.00,6,,,,
Meghalaya,NEast,02-06-2020 0.00,6,,,,
Meghalaya,NEast,03-06-2020 0.00,6,,,,
Meghalaya,NEast,04-06-2020 0.00,5.9,,,,
Meghalaya,NEast,05-06-2020 0.00,6,,,,
Meghalaya,NEast,01-07-2020 0.00,6,,,,
Meghalaya,NEast,02-07-2020 0.00,6.1,,,,
Meghalaya,NEast,03-07-2020 0.00,5,,,,
Meghalaya,NEast,04-07-2020 0.00,4.9,,,,
Meghalaya,NEast,05-07-2020 0.00,5.1,,,,
Meghalaya,NEast,01-08-2020 0.00,5.3,,,,
Meghalaya,NEast,02-08-2020 0.00,5.3,,,,
Meghalaya,NEast,03-08-2020 0.00,5.3,,,,
Meghalaya,NEast,04-08-2020 0.00,5.3,,,,
Meghalaya,NEast,05-08-2020 0.00,5.6,,,,
Meghalaya,NEast,01-09-2020 0.00,5.7,,,,
Meghalaya,NEast,02-09-2020 0.00,5.5,,,,
Meghalaya,NEast,03-09-2020 0.00,5.9,,,,
Meghalaya,NEast,04-09-2020 0.00,5.7,,,,
Meghalaya,NEast,05-09-2020 0.00,5.9,,,,
Meghalaya,NEast,01-10-2020 0.00,5.7,,,,
Meghalaya,NEast,02-10-2020 0.00,5.6,,,,
Meghalaya,NEast,03-10-2020 0.00,6,,,,
Meghalaya,NEast,04-10-2020 0.00,6.2,,,,
Meghalaya,NEast,05-10-2020 0.00,5.9,,,,
Meghalaya,NEast,01-11-2020 0.00,5.8,,,,
Meghalaya,NEast,02-11-2020 0.00,5.6,,,,
Meghalaya,NEast,03-11-2020 0.00,5.9,,,,
Meghalaya,NEast,04-11-2020 0.00,4.9,,,,
Meghalaya,NEast,05-11-2020 0.00,5.3,,,,
Meghalaya,NEast,01-12-2020 0.00,5.4,,,,
Meghalaya,NEast,02-12-2020 0.00,5.4,,,,
Meghalaya,NEast,03-12-2020 0.00,5.4,,,,
Meghalaya,NEast,04-12-2020 0.00,5.7,,,,
Meghalaya,NEast,05-12-2020 0.00,5.8,,,,
Mizoram,NEast,02-01-2019 0.00,1.9,,,,
Mizoram,NEast,03-01-2019 0.00,1.8,,,,
Mizoram,NEast,04-01-2019 0.00,1.7,,,,
Mizoram,NEast,05-01-2019 0.00,1.8,,,,
Mizoram,NEast,06-01-2019 0.00,1.9,,,,
Mizoram,NEast,07-01-2019 0.00,1.8,,,,
Mizoram,NEast,08-01-2019 0.00,1.8,,,,
Mizoram,NEast,09-01-2019 0.00,1.7,,,,
Mizoram,NEast,10-01-2019 0.00,1.7,,,,
Mizoram,NEast,11-01-2019 0.00,1.8,,,,
Mizoram,NEast,12-01-2019 0.00,1.8,,,,
Mizoram,NEast,13-01-2019 0.00,1.8,,,,
Mizoram,NEast,14-01-2019 0.00,1.8,,,,
Mizoram,NEast,15-01-2019 0.00,1.7,,,,
Mizoram,NEast,16-01-2019 0.00,1.8,,,,
Mizoram,NEast,17-01-2019 0.00,1.8,,,,
Mizoram,NEast,18-01-2019 0.00,1.6,,,,
Mizoram,NEast,19-01-2019 0.00,1.6,,,,
Mizoram,NEast,20-01-2019 0.00,1.7,,,,
Mizoram,NEast,21-01-2019 0.00,1.8,,,,
Mizoram,NEast,22-01-2019 0.00,1.8,,,,
Mizoram,NEast,23-01-2019 0.00,1.8,,,,
Mizoram,NEast,24-01-2019 0.00,1.6,,,,
Mizoram,NEast,25-01-2019 0.00,1.7,,,,
Mizoram,NEast,26-01-2019 0.00,1.6,,,,
Mizoram,NEast,27-01-2019 0.00,1.8,,,,
Mizoram,NEast,28-01-2019 0.00,1.5,,,,
Mizoram,NEast,29-01-2019 0.00,1.5,,,,
Mizoram,NEast,30-01-2019 0.00,1.6,,,,
Mizoram,NEast,31-01-2019 0.00,1.6,,,,
Mizoram,NEast,02-02-2019 0.00,1.6,,,,
Mizoram,NEast,03-02-2019 0.00,1.6,,,,
Mizoram,NEast,04-02-2019 0.00,1.5,,,,
Mizoram,NEast,05-02-2019 0.00,1.5,,,,
Mizoram,NEast,06-02-2019 0.00,1.6,,,,
Mizoram,NEast,07-02-2019 0.00,1.7,,,,
Mizoram,NEast,08-02-2019 0.00,1.7,,,,
Mizoram,NEast,09-02-2019 0.00,1.8,,,,
Mizoram,NEast,10-02-2019 0.00,1.7,,,,
Mizoram,NEast,11-02-2019 0.00,1.6,,,,
Mizoram,NEast,12-02-2019 0.00,1.9,,,,
Mizoram,NEast,13-02-2019 0.00,1.7,,,,
Mizoram,NEast,14-02-2019 0.00,1.9,,,,
Mizoram,NEast,15-02-2019 0.00,1.8,,,,
Mizoram,NEast,16-02-2019 0.00,1.9,,,,
Mizoram,NEast,17-02-2019 0.00,1.9,,,,
Mizoram,NEast,18-02-2019 0.00,1.8,,,,
Mizoram,NEast,19-02-2019 0.00,1.9,,,,
Mizoram,NEast,20-02-2019 0.00,2,,,,
Mizoram,NEast,21-02-2019 0.00,1.5,,,,
Mizoram,NEast,22-02-2019 0.00,1.7,,,,
Mizoram,NEast,23-02-2019 0.00,1.8,,,,
Mizoram,NEast,24-02-2019 0.00,1.7,,,,
Mizoram,NEast,25-02-2019 0.00,1.7,,,,
Mizoram,NEast,26-02-2019 0.00,1.8,,,,
Mizoram,NEast,27-02-2019 0.00,1.7,,,,
Mizoram,NEast,28-02-2019 0.00,1.5,,,,
Mizoram,NEast,02-03-2019 0.00,1.7,,,,
Mizoram,NEast,03-03-2019 0.00,1.7,,,,
Mizoram,NEast,04-03-2019 0.00,1.6,,,,
Mizoram,NEast,05-03-2019 0.00,1.8,,,,
Mizoram,NEast,06-03-2019 0.00,1.7,,,,
Mizoram,NEast,07-03-2019 0.00,1.7,,,,
Mizoram,NEast,08-03-2019 0.00,1.7,,,,
Mizoram,NEast,09-03-2019 0.00,1.7,,,,
Mizoram,NEast,10-03-2019 0.00,1.6,,,,
Mizoram,NEast,11-03-2019 0.00,1.8,,,,
Mizoram,NEast,12-03-2019 0.00,1.8,,,,
Mizoram,NEast,13-03-2019 0.00,1.8,,,,
Mizoram,NEast,14-03-2019 0.00,1.7,,,,
Mizoram,NEast,15-03-2019 0.00,1.5,,,,
Mizoram,NEast,16-03-2019 0.00,1.6,,,,
Mizoram,NEast,17-03-2019 0.00,1.4,,,,
Mizoram,NEast,18-03-2019 0.00,1.4,,,,
Mizoram,NEast,19-03-2019 0.00,1.4,,,,
Mizoram,NEast,20-03-2019 0.00,1.4,,,,
Mizoram,NEast,21-03-2019 0.00,1.4,,,,
Mizoram,NEast,22-03-2019 0.00,1.7,,,,
Mizoram,NEast,23-03-2019 0.00,1.7,,,,
Mizoram,NEast,24-03-2019 0.00,1.8,,,,
Mizoram,NEast,25-03-2019 0.00,1.8,,,,
Mizoram,NEast,26-03-2019 0.00,1.8,,,,
Mizoram,NEast,27-03-2019 0.00,1.8,,,,
Mizoram,NEast,28-03-2019 0.00,1.8,,,,
Mizoram,NEast,29-03-2019 0.00,1.7,,,,
Mizoram,NEast,30-03-2019 0.00,1.9,,,,
Mizoram,NEast,31-03-2019 0.00,1.9,,,,
Mizoram,NEast,02-04-2019 0.00,1.9,,,,
Mizoram,NEast,03-04-2019 0.00,1.6,,,,
Mizoram,NEast,04-04-2019 0.00,1.6,,,,
Mizoram,NEast,05-04-2019 0.00,1.4,,,,
Mizoram,NEast,06-04-2019 0.00,1.9,,,,
Mizoram,NEast,07-04-2019 0.00,1.7,,,,
Mizoram,NEast,08-04-2019 0.00,1.7,,,,
Mizoram,NEast,09-04-2019 0.00,1.8,,,,
Mizoram,NEast,10-04-2019 0.00,1.8,,,,
Mizoram,NEast,11-04-2019 0.00,1.8,,,,
Mizoram,NEast,12-04-2019 0.00,1.5,,,,
Mizoram,NEast,13-04-2019 0.00,1.9,,,,
Mizoram,NEast,14-04-2019 0.00,1.5,,,,
Mizoram,NEast,15-04-2019 0.00,1.8,,,,
Mizoram,NEast,16-04-2019 0.00,2,,,,
Mizoram,NEast,17-04-2019 0.00,1.7,,,,
Mizoram,NEast,18-04-2019 0.00,1.7,,,,
Mizoram,NEast,19-04-2019 0.00,1.7,,,,
Mizoram,NEast,20-04-2019 0.00,1.9,,,,
Mizoram,NEast,21-04-2019 0.00,1.9,,,,
Mizoram,NEast,22-04-2019 0.00,1.7,,,,
Mizoram,NEast,23-04-2019 0.00,1.6,,,,
Mizoram,NEast,24-04-2019 0.00,1.7,,,,
Mizoram,NEast,25-04-2019 0.00,1.6,,,,
Mizoram,NEast,26-04-2019 0.00,1.7,,,,
Mizoram,NEast,27-04-2019 0.00,1.9,,,,
Mizoram,NEast,28-04-2019 0.00,1.8,,,,
Mizoram,NEast,29-04-2019 0.00,1.8,,,,
Mizoram,NEast,30-04-2019 0.00,1.9,,,,
Mizoram,NEast,02-05-2019 0.00,1.7,,,,
Mizoram,NEast,03-05-2019 0.00,1.7,,,,
Mizoram,NEast,04-05-2019 0.00,1.7,,,,
Mizoram,NEast,05-05-2019 0.00,1.6,,,,
Mizoram,NEast,06-05-2019 0.00,1.6,,,,
Mizoram,NEast,07-05-2019 0.00,1.6,,,,
Mizoram,NEast,08-05-2019 0.00,1.6,,,,
Mizoram,NEast,09-05-2019 0.00,1.7,,,,
Mizoram,NEast,10-05-2019 0.00,1.4,,,,
Mizoram,NEast,11-05-2019 0.00,1.6,,,,
Mizoram,NEast,12-05-2019 0.00,1.9,,,,
Mizoram,NEast,13-05-2019 0.00,1.9,,,,
Mizoram,NEast,14-05-2019 0.00,2.1,,,,
Mizoram,NEast,15-05-2019 0.00,1.9,,,,
Mizoram,NEast,16-05-2019 0.00,1.7,,,,
Mizoram,NEast,17-05-2019 0.00,1.6,,,,
Mizoram,NEast,18-05-2019 0.00,1.6,,,,
Mizoram,NEast,19-05-2019 0.00,1.6,,,,
Mizoram,NEast,20-05-2019 0.00,1.7,,,,
Mizoram,NEast,21-05-2019 0.00,1.8,,,,
Mizoram,NEast,22-05-2019 0.00,1.8,,,,
Mizoram,NEast,23-05-2019 0.00,1.9,,,,
Mizoram,NEast,24-05-2019 0.00,1.9,,,,
Mizoram,NEast,25-05-2019 0.00,1.8,,,,
Mizoram,NEast,26-05-2019 0.00,1.6,,,,
Mizoram,NEast,27-05-2019 0.00,1.8,,,,
Mizoram,NEast,28-05-2019 0.00,1.7,,,,
Mizoram,NEast,29-05-2019 0.00,1.5,,,,
Mizoram,NEast,30-05-2019 0.00,1.6,,,,
Mizoram,NEast,31-05-2019 0.00,1.8,,,,
Mizoram,NEast,02-06-2019 0.00,1.5,,,,
Mizoram,NEast,03-06-2019 0.00,1.7,,,,
Mizoram,NEast,04-06-2019 0.00,1.7,,,,
Mizoram,NEast,05-06-2019 0.00,1.7,,,,
Mizoram,NEast,06-06-2019 0.00,1.7,,,,
Mizoram,NEast,07-06-2019 0.00,1.7,,,,
Mizoram,NEast,08-06-2019 0.00,1.8,,,,
Mizoram,NEast,09-06-2019 0.00,1.7,,,,
Mizoram,NEast,10-06-2019 0.00,1.8,,,,
Mizoram,NEast,11-06-2019 0.00,1.9,,,,
Mizoram,NEast,12-06-2019 0.00,1.9,,,,
Mizoram,NEast,13-06-2019 0.00,1.9,,,,
Mizoram,NEast,14-06-2019 0.00,1.9,,,,
Mizoram,NEast,15-06-2019 0.00,2,,,,
Mizoram,NEast,16-06-2019 0.00,2,,,,
Mizoram,NEast,17-06-2019 0.00,1.8,,,,
Mizoram,NEast,18-06-2019 0.00,1.8,,,,
Mizoram,NEast,19-06-2019 0.00,1.9,,,,
Mizoram,NEast,20-06-2019 0.00,1.8,,,,
Mizoram,NEast,21-06-2019 0.00,1.5,,,,
Mizoram,NEast,22-06-2019 0.00,1.6,,,,
Mizoram,NEast,23-06-2019 0.00,1.7,,,,
Mizoram,NEast,24-06-2019 0.00,1.9,,,,
Mizoram,NEast,25-06-2019 0.00,1.6,,,,
Mizoram,NEast,26-06-2019 0.00,1.6,,,,
Mizoram,NEast,27-06-2019 0.00,1.9,,,,
Mizoram,NEast,28-06-2019 0.00,1.9,,,,
Mizoram,NEast,29-06-2019 0.00,2,,,,
Mizoram,NEast,30-06-2019 0.00,1.9,,,,
Mizoram,NEast,01-07-2019 0.00,1.6,,,,
Mizoram,NEast,02-07-2019 0.00,1.7,,,,
Mizoram,NEast,03-07-2019 0.00,1.6,,,,
Mizoram,NEast,04-07-2019 0.00,1.8,,,,
Mizoram,NEast,05-07-2019 0.00,1.8,,,,
Mizoram,NEast,06-07-2019 0.00,1.9,,,,
Mizoram,NEast,07-07-2019 0.00,1.8,,,,
Mizoram,NEast,08-07-2019 0.00,1.4,,,,
Mizoram,NEast,08-07-2019 0.00,1.5,,,,
Mizoram,NEast,09-07-2019 0.00,1.4,,,,
Mizoram,NEast,09-07-2019 0.00,1.4,,,,
Mizoram,NEast,10-07-2019 0.00,1.4,,,,
Mizoram,NEast,10-07-2019 0.00,1.4,,,,
Mizoram,NEast,11-07-2019 0.00,1.4,,,,
Mizoram,NEast,11-07-2019 0.00,1.7,,,,
Mizoram,NEast,12-07-2019 0.00,1.8,,,,
Mizoram,NEast,12-07-2019 0.00,1.9,,,,
Mizoram,NEast,13-07-2019 0.00,2.2,,,,
Mizoram,NEast,14-07-2019 0.00,1.7,,,,
Mizoram,NEast,15-07-2019 0.00,1.8,,,,
Mizoram,NEast,16-07-2019 0.00,1.8,,,,
Mizoram,NEast,17-07-2019 0.00,1.8,,,,
Mizoram,NEast,18-07-2019 0.00,1.9,,,,
Mizoram,NEast,19-07-2019 0.00,1.8,,,,
Mizoram,NEast,20-07-2019 0.00,1.8,,,,
Mizoram,NEast,21-07-2019 0.00,1.8,,,,
Mizoram,NEast,22-07-2019 0.00,1.8,,,,
Mizoram,NEast,23-07-2019 0.00,1.7,,,,
Mizoram,NEast,24-07-2019 0.00,1.7,,,,
Mizoram,NEast,25-07-2019 0.00,1.8,,,,
Mizoram,NEast,26-07-2019 0.00,1.7,,,,
Mizoram,NEast,27-07-2019 0.00,1.8,,,,
Mizoram,NEast,28-07-2019 0.00,1.8,,,,
Mizoram,NEast,29-07-2019 0.00,2,,,,
Mizoram,NEast,30-07-2019 0.00,1.8,,,,
Mizoram,NEast,31-07-2019 0.00,1.5,,,,
Mizoram,NEast,01-08-2019 0.00,1.5,,,,
Mizoram,NEast,02-08-2019 0.00,1.7,,,,
Mizoram,NEast,03-08-2019 0.00,1.8,,,,
Mizoram,NEast,04-08-2019 0.00,1.7,,,,
Mizoram,NEast,05-08-2019 0.00,1.7,,,,
Mizoram,NEast,06-08-2019 0.00,1.8,,,,
Mizoram,NEast,08-08-2019 0.00,1.5,,,,
Mizoram,NEast,09-08-2019 0.00,1.5,,,,
Mizoram,NEast,10-08-2019 0.00,1.7,,,,
Mizoram,NEast,11-08-2019 0.00,1.6,,,,
Mizoram,NEast,12-08-2019 0.00,1.5,,,,
Mizoram,NEast,13-08-2019 0.00,1.7,,,,
Mizoram,NEast,14-08-2019 0.00,1.4,,,,
Mizoram,NEast,15-08-2019 0.00,1.8,,,,
Mizoram,NEast,16-08-2019 0.00,1.6,,,,
Mizoram,NEast,17-08-2019 0.00,1.6,,,,
Mizoram,NEast,18-08-2019 0.00,1.6,,,,
Mizoram,NEast,19-08-2019 0.00,1.6,,,,
Mizoram,NEast,20-08-2019 0.00,1.7,,,,
Mizoram,NEast,21-08-2019 0.00,1.6,,,,
Mizoram,NEast,22-08-2019 0.00,1.8,,,,
Mizoram,NEast,23-08-2019 0.00,1.8,,,,
Mizoram,NEast,24-08-2019 0.00,1.8,,,,
Mizoram,NEast,25-08-2019 0.00,1.6,,,,
Mizoram,NEast,26-08-2019 0.00,1.9,,,,
Mizoram,NEast,27-08-2019 0.00,1.9,,,,
Mizoram,NEast,28-08-2019 0.00,1.9,,,,
Mizoram,NEast,29-08-2019 0.00,1.6,,,,
Mizoram,NEast,30-08-2019 0.00,1.6,,,,
Mizoram,NEast,31-08-2019 0.00,1.6,,,,
Mizoram,NEast,01-09-2019 0.00,1.7,,,,
Mizoram,NEast,02-09-2019 0.00,1.8,,,,
Mizoram,NEast,03-09-2019 0.00,1.6,,,,
Mizoram,NEast,04-09-2019 0.00,1.7,,,,
Mizoram,NEast,05-09-2019 0.00,1.6,,,,
Mizoram,NEast,06-09-2019 0.00,1.7,,,,
Mizoram,NEast,08-09-2019 0.00,1.8,,,,
Mizoram,NEast,09-09-2019 0.00,1.8,,,,
Mizoram,NEast,10-09-2019 0.00,1.8,,,,
Mizoram,NEast,11-09-2019 0.00,1.8,,,,
Mizoram,NEast,12-09-2019 0.00,1.7,,,,
Mizoram,NEast,13-09-2019 0.00,1.7,,,,
Mizoram,NEast,14-09-2019 0.00,1.8,,,,
Mizoram,NEast,15-09-2019 0.00,1.7,,,,
Mizoram,NEast,16-09-2019 0.00,1.6,,,,
Mizoram,NEast,17-09-2019 0.00,1.5,,,,
Mizoram,NEast,18-09-2019 0.00,1.8,,,,
Mizoram,NEast,19-09-2019 0.00,1.7,,,,
Mizoram,NEast,20-09-2019 0.00,1.9,,,,
Mizoram,NEast,21-09-2019 0.00,1.9,,,,
Mizoram,NEast,22-09-2019 0.00,1.8,,,,
Mizoram,NEast,23-09-2019 0.00,1.8,,,,
Mizoram,NEast,24-09-2019 0.00,1.6,,,,
Mizoram,NEast,25-09-2019 0.00,1.8,,,,
Mizoram,NEast,26-09-2019 0.00,1.7,,,,
Mizoram,NEast,27-09-2019 0.00,1.6,,,,
Mizoram,NEast,28-09-2019 0.00,1.7,,,,
Mizoram,NEast,29-09-2019 0.00,1.7,,,,
Mizoram,NEast,30-09-2019 0.00,1.7,,,,
Mizoram,NEast,01-10-2019 0.00,1.7,,,,
Mizoram,NEast,02-10-2019 0.00,1.8,,,,
Mizoram,NEast,03-10-2019 0.00,1.8,,,,
Mizoram,NEast,04-10-2019 0.00,1.9,,,,
Mizoram,NEast,05-10-2019 0.00,1.8,,,,
Mizoram,NEast,06-10-2019 0.00,1.9,,,,
Mizoram,NEast,08-10-2019 0.00,1.7,,,,
Mizoram,NEast,09-10-2019 0.00,1.6,,,,
Mizoram,NEast,10-10-2019 0.00,1.8,,,,
Mizoram,NEast,11-10-2019 0.00,1.7,,,,
Mizoram,NEast,12-10-2019 0.00,1.9,,,,
Mizoram,NEast,13-10-2019 0.00,1.7,,,,
Mizoram,NEast,14-10-2019 0.00,1.8,,,,
Mizoram,NEast,15-10-2019 0.00,1.7,,,,
Mizoram,NEast,16-10-2019 0.00,1.7,,,,
Mizoram,NEast,17-10-2019 0.00,1.6,,,,
Mizoram,NEast,18-10-2019 0.00,1.6,,,,
Mizoram,NEast,19-10-2019 0.00,1.6,,,,
Mizoram,NEast,20-10-2019 0.00,1.3,,,,
Mizoram,NEast,21-10-2019 0.00,1.6,,,,
Mizoram,NEast,22-10-2019 0.00,1.6,,,,
Mizoram,NEast,23-10-2019 0.00,1.6,,,,
Mizoram,NEast,24-10-2019 0.00,1.6,,,,
Mizoram,NEast,25-10-2019 0.00,1.7,,,,
Mizoram,NEast,26-10-2019 0.00,1.8,,,,
Mizoram,NEast,27-10-2019 0.00,1.7,,,,
Mizoram,NEast,28-10-2019 0.00,1.6,,,,
Mizoram,NEast,29-10-2019 0.00,1.3,,,,
Mizoram,NEast,30-10-2019 0.00,1.4,,,,
Mizoram,NEast,31-10-2019 0.00,1.7,,,,
Mizoram,NEast,01-11-2019 0.00,1.5,,,,
Mizoram,NEast,02-11-2019 0.00,1.6,,,,
Mizoram,NEast,03-11-2019 0.00,1.7,,,,
Mizoram,NEast,04-11-2019 0.00,1.3,,,,
Mizoram,NEast,05-11-2019 0.00,1.6,,,,
Mizoram,NEast,06-11-2019 0.00,1.6,,,,
Mizoram,NEast,08-11-2019 0.00,1.3,,,,
Mizoram,NEast,09-11-2019 0.00,1.8,,,,
Mizoram,NEast,10-11-2019 0.00,1.7,,,,
Mizoram,NEast,11-11-2019 0.00,1.8,,,,
Mizoram,NEast,12-11-2019 0.00,1.7,,,,
Mizoram,NEast,13-11-2019 0.00,1.7,,,,
Mizoram,NEast,14-11-2019 0.00,1.9,,,,
Mizoram,NEast,15-11-2019 0.00,1.7,,,,
Mizoram,NEast,16-11-2019 0.00,1.6,,,,
Mizoram,NEast,17-11-2019 0.00,1.7,,,,
Mizoram,NEast,18-11-2019 0.00,1.6,,,,
Mizoram,NEast,19-11-2019 0.00,1.7,,,,
Mizoram,NEast,20-11-2019 0.00,1.6,,,,
Mizoram,NEast,21-11-2019 0.00,1.5,,,,
Mizoram,NEast,22-11-2019 0.00,1.9,,,,
Mizoram,NEast,23-11-2019 0.00,2,,,,
Mizoram,NEast,24-11-2019 0.00,2,,,,
Mizoram,NEast,25-11-2019 0.00,1.8,,,,
Mizoram,NEast,26-11-2019 0.00,1.8,,,,
Mizoram,NEast,27-11-2019 0.00,1.9,,,,
Mizoram,NEast,28-11-2019 0.00,1.9,,,,
Mizoram,NEast,29-11-2019 0.00,1.7,,,,
Mizoram,NEast,30-11-2019 0.00,1.7,,,,
Mizoram,NEast,01-12-2019 0.00,1.7,,,,
Mizoram,NEast,02-12-2019 0.00,1.6,,,,
Mizoram,NEast,03-12-2019 0.00,1.7,,,,
Mizoram,NEast,04-12-2019 0.00,1.7,,,,
Mizoram,NEast,05-12-2019 0.00,1.8,,,,
Mizoram,NEast,06-12-2019 0.00,1.8,,,,
Mizoram,NEast,08-12-2019 0.00,1.7,,,,
Mizoram,NEast,09-12-2019 0.00,1.7,,,,
Mizoram,NEast,10-12-2019 0.00,1.6,,,,
Mizoram,NEast,11-12-2019 0.00,1.5,,,,
Mizoram,NEast,12-12-2019 0.00,1.7,,,,
Mizoram,NEast,13-12-2019 0.00,1.6,,,,
Mizoram,NEast,14-12-2019 0.00,1.5,,,,
Mizoram,NEast,15-12-2019 0.00,1.6,,,,
Mizoram,NEast,16-12-2019 0.00,1.6,,,,
Mizoram,NEast,17-12-2019 0.00,1.8,,,,
Mizoram,NEast,18-12-2019 0.00,1.8,,,,
Mizoram,NEast,19-12-2019 0.00,1.6,,,,
Mizoram,NEast,20-12-2019 0.00,1.6,,,,
Mizoram,NEast,21-12-2019 0.00,1.6,,,,
Mizoram,NEast,22-12-2019 0.00,1.8,,,,
Mizoram,NEast,23-12-2019 0.00,1.7,,,,
Mizoram,NEast,24-12-2019 0.00,1.7,,,,
Mizoram,NEast,25-12-2019 0.00,1.7,,,,
Mizoram,NEast,26-12-2019 0.00,1.7,,,,
Mizoram,NEast,27-12-2019 0.00,2,,,,
Mizoram,NEast,28-12-2019 0.00,1.7,,,,
Mizoram,NEast,29-12-2019 0.00,1.7,,,,
Mizoram,NEast,30-12-2019 0.00,1.8,,,,
Mizoram,NEast,31-12-2019 0.00,1.7,,,,
Mizoram,NEast,01-01-2020 0.00,1.8,,,,
Mizoram,NEast,02-01-2020 0.00,1.2,,,,
Mizoram,NEast,03-01-2020 0.00,1.8,,,,
Mizoram,NEast,04-01-2020 0.00,1.7,,,,
Mizoram,NEast,05-01-2020 0.00,1.6,,,,
Mizoram,NEast,13-01-2020 0.00,1.6,,,,
Mizoram,NEast,14-01-2020 0.00,1.7,,,,
Mizoram,NEast,15-01-2020 0.00,1.7,,,,
Mizoram,NEast,16-01-2020 0.00,1.7,,,,
Mizoram,NEast,17-01-2020 0.00,1.7,,,,
Mizoram,NEast,18-01-2020 0.00,1.7,,,,
Mizoram,NEast,19-01-2020 0.00,1.7,,,,
Mizoram,NEast,20-01-2020 0.00,1.8,,,,
Mizoram,NEast,21-01-2020 0.00,1.7,,,,
Mizoram,NEast,22-01-2020 0.00,1.7,,,,
Mizoram,NEast,23-01-2020 0.00,1.4,,,,
Mizoram,NEast,24-01-2020 0.00,1.8,,,,
Mizoram,NEast,25-01-2020 0.00,1.6,,,,
Mizoram,NEast,26-01-2020 0.00,1.7,,,,
Mizoram,NEast,27-01-2020 0.00,1.6,,,,
Mizoram,NEast,28-01-2020 0.00,1.5,,,,
Mizoram,NEast,29-01-2020 0.00,1.8,,,,
Mizoram,NEast,30-01-2020 0.00,1.9,,,,
Mizoram,NEast,31-01-2020 0.00,2,,,,
Mizoram,NEast,01-02-2020 0.00,1.7,,,,
Mizoram,NEast,02-02-2020 0.00,1.7,,,,
Mizoram,NEast,03-02-2020 0.00,1.7,,,,
Mizoram,NEast,04-02-2020 0.00,1.6,,,,
Mizoram,NEast,05-02-2020 0.00,1.8,,,,
Mizoram,NEast,13-02-2020 0.00,1.8,,,,
Mizoram,NEast,14-02-2020 0.00,1.7,,,,
Mizoram,NEast,15-02-2020 0.00,1.7,,,,
Mizoram,NEast,16-02-2020 0.00,1.7,,,,
Mizoram,NEast,17-02-2020 0.00,1.7,,,,
Mizoram,NEast,18-02-2020 0.00,1.7,,,,
Mizoram,NEast,19-02-2020 0.00,1.5,,,,
Mizoram,NEast,20-02-2020 0.00,1.8,,,,
Mizoram,NEast,21-02-2020 0.00,1.9,,,,
Mizoram,NEast,22-02-2020 0.00,1.9,,,,
Mizoram,NEast,23-02-2020 0.00,1.7,,,,
Mizoram,NEast,24-02-2020 0.00,1.8,,,,
Mizoram,NEast,25-02-2020 0.00,1.6,,,,
Mizoram,NEast,26-02-2020 0.00,1.6,,,,
Mizoram,NEast,27-02-2020 0.00,1.8,,,,
Mizoram,NEast,28-02-2020 0.00,1.6,,,,
Mizoram,NEast,29-02-2020 0.00,1.7,,,,
Mizoram,NEast,01-03-2020 0.00,1.8,,,,
Mizoram,NEast,02-03-2020 0.00,1.7,,,,
Mizoram,NEast,03-03-2020 0.00,1.8,,,,
Mizoram,NEast,04-03-2020 0.00,1.8,,,,
Mizoram,NEast,05-03-2020 0.00,1.6,,,,
Mizoram,NEast,13-03-2020 0.00,1.6,,,,
Mizoram,NEast,14-03-2020 0.00,1.5,,,,
Mizoram,NEast,15-03-2020 0.00,2,,,,
Mizoram,NEast,16-03-2020 0.00,1.7,,,,
Mizoram,NEast,17-03-2020 0.00,1.4,,,,
Mizoram,NEast,18-03-2020 0.00,1.7,,,,
Mizoram,NEast,19-03-2020 0.00,1.8,,,,
Mizoram,NEast,20-03-2020 0.00,1.7,,,,
Mizoram,NEast,21-03-2020 0.00,1.7,,,,
Mizoram,NEast,22-03-2020 0.00,1.5,,,,
Mizoram,NEast,23-03-2020 0.00,1.5,,,,
Mizoram,NEast,24-03-2020 0.00,1.5,,,,
Mizoram,NEast,25-03-2020 0.00,1.6,,,,
Mizoram,NEast,26-03-2020 0.00,1.6,,,,
Mizoram,NEast,27-03-2020 0.00,1.5,,,,
Mizoram,NEast,28-03-2020 0.00,1.5,,,,
Mizoram,NEast,29-03-2020 0.00,1.6,,,,
Mizoram,NEast,30-03-2020 0.00,1.6,,,,
Mizoram,NEast,31-03-2020 0.00,1.7,,,,
Mizoram,NEast,01-04-2020 0.00,1.7,,,,
Mizoram,NEast,02-04-2020 0.00,2,,,,
